node_id,lat,lon,addr:housenumber,addr:postcode,addr:street,building,building:levels,denomination,historic,landuse,leisure,tourism,sport,area
80861868,28.5408833,-81.3742686,,,,parking,,,,,,,,
80861872,28.5405946,-81.3750016,,,,roof,,,,,,,,
80861893,28.5426987,-81.3755522,,,,,,,,,,,,
80861897,28.5424207,-81.3757052,,,,,,,,,,,,
80861900,28.542423,-81.3755394,,,,,4,,,,,,,
80862933,28.5387684,-81.3750532,300,,Liberty Avenue,parking,,,,,,,,
80871721,28.5464883,-81.3805747,,,,,,,,,,,,
80871942,28.5454019,-81.3804862,,,,,,,,,,,,
80871945,28.5454477,-81.3802195,,,,,,,,,,,,
80871947,28.5449127,-81.3804346,,,,,,,,,,,,
80872096,28.5440891,-81.3804547,62,,Jefferson Street,parking,,,,,,,,
80872097,28.5431309,-81.3799915,,,,parking,,,,,,,,
80872098,28.543142,-81.3804418,50,,Washington Street,parking,,,,,,,,
80872099,28.5425433,-81.3804329,55,,Central Boulevard,parking,,,,,,,,
80872493,28.5418046,-81.379513,,,,parking,,,,,,,,
80872494,28.5415394,-81.3799809,37,32801,West Pine Street,,,,,,,,,
80872495,28.5415124,-81.3801971,,,,,,,,,,,,
80872496,28.5419091,-81.3800446,,,,,,,,,,,,
80872497,28.5416765,-81.3804157,78,,Central Boulevard,fire_station,,,,,,,,
80872505,28.5418805,-81.3798092,,,,,,,,,,,,
80873691,28.5406625,-81.380346,55,,Church Street,residential,,,,,,,,
80873692,28.540623,-81.37976,,,,,,,,,,,,
80873693,28.5410831,-81.3794362,,,,,,,,,,,,
80873696,28.5410311,-81.3797626,,,,,,,,,,,,
80873697,28.541047,-81.380297,60,,Pine Street,parking,,,,,,,,
80874240,28.5436317,-81.3810817,,,,,,,,,,,,
80900087,28.4987129,-81.426389,,,,,,,,,,,,1.36E-06
80905854,28.5526614,-81.3615649,,,,,,,,,,,,
81604200,28.5418087,-81.3740921,,,,,15,,,,,,,
82855238,28.4579482,-81.4633498,7299,32819,Universal Boulevard,,,,,,,hotel,,2.24E-07
112488992,28.5111133,-81.4595884,,,,,,,,,,,,2.46E-08
112489008,28.5118262,-81.4597875,,,,,,,,,,,,3.66E-08
112489025,28.5114297,-81.4597091,,,,,,,,,,,,4.24E-08
112489031,28.5120928,-81.4597943,,,,,,,,,,,,2.56E-08
112757654,28.5209171,-81.4662994,,,,,,,,,,,,1.21E-07
112757657,28.5208666,-81.4665625,,,,,,,,,,,,2.84E-08
112757665,28.5210502,-81.4657498,,,,,,,,,,,,2.93E-07
112757666,28.5210192,-81.4658793,,,,,,,,,,,,5.44E-08
112758166,28.5166526,-81.4827028,,,,,,,,,,,,3.31E-09
112758169,28.5164761,-81.4825495,,,,,,,,,,,,9.42E-09
112758586,28.5160936,-81.4818024,,,,,,,,,,,,7.86E-09
117034106,28.5194438,-81.4650803,,,,college,,,,,,,,2.46E-07
117034108,28.5228832,-81.4633175,,,,,,,,,,,,1.31E-08
117034110,28.5194213,-81.4660889,,,,college,,,,,,,,2.52E-07
117034113,28.5230342,-81.4635095,,,,college,,,,,,,,2.96E-07
117034115,28.5241762,-81.4638609,,,,college,,,,,,,,2.44E-07
117064319,28.5523357,-81.3836188,304,32801,West Colonial Drive,,,,,,,hotel,,
118297032,28.4488623,-81.3026909,,,,,,,,,,,,
118809987,28.4495705,-81.312676,,,,aircraft,,,aircraft,,,attraction,,
129419429,28.5130206,-81.4856548,,,,commercial,,,,,,,,2.06E-08
129419434,28.5125419,-81.4856761,,,,commercial,,,,,,,,9.53E-08
129419435,28.513186,-81.4856604,,,,commercial,,,,,,,,2.15E-08
130731689,28.5160069,-81.4777548,,,,,,,,,,,,9.70E-10
130733565,28.5175049,-81.4816778,,,,roof,,,,,,,,8.13E-08
130733567,28.5173404,-81.4815932,,,,roof,,,,,,,,8.81E-08
131562523,28.5210419,-81.4775558,,,,,,,,,,,,1.42E-07
131564528,28.5122593,-81.4604193,,,,bank,,,,,,,,5.65E-08
131564546,28.5099996,-81.460045,,,,,,,,,,,,3.09E-07
131611956,28.5213522,-81.4932847,,,,school,,,,,,,,4.58E-08
131611958,28.5211387,-81.4939239,,,,school,,,,,,,,1.36E-07
131611959,28.5206819,-81.4937148,,,,school,,,,,,,,2.34E-07
131611963,28.5221565,-81.493288,,,,school,,,,,,,,6.68E-07
131611964,28.5207652,-81.4931206,,,,school,,,,,,,,1.50E-07
134922343,28.5478026,-81.4130782,,,,commercial,,,,,,,,
134922347,28.5478876,-81.4122734,,,,commercial,,,,,,,,
136663292,28.4609889,-81.3069469,,,,,,,,,,hotel,,
136663295,28.4608098,-81.309225,,,,,,,,,,,,
136663296,28.4620234,-81.3088224,,,,bar,,,,,,,,
136663297,28.4613444,-81.3090632,,,,restaurant,,,,,,,,
136663298,28.4607569,-81.3084828,,,,,,,,,,,,
136663299,28.4627276,-81.3081696,,,,,,,,,,hotel,,
136663301,28.4608663,-81.3076634,,,,,,,,,,hotel,,
136663302,28.4626588,-81.3091403,,,,,,,,,,,,
136663303,28.4618168,-81.3066594,,,,,,,,,,hotel,,
136663305,28.4624494,-81.3068421,,,,,,,,,,hotel,,
136997532,28.4825992,-81.4275258,4092,32839,Eastgate Drive,retail,,,,,,,,1.76E-06
140796976,28.4591154,-81.468858,6432,,International Drive,restaurant,,,,,,,,6.99E-08
140796977,28.4573738,-81.4706038,,,,fast_food,,,,,,,,1.94E-09
140796981,28.4604803,-81.4676329,6320,,International Drive,,,,,,,,,2.37E-08
140796983,28.4590547,-81.4690932,6438,,International Drive,,,,,,,,,7.87E-09
140796984,28.4607432,-81.4675122,6312,,International Drive,fast_food,,,,,,,,2.07E-09
140796985,28.459181,-81.4685094,6400,,International Drive,,,,,,,,,1.79E-07
140796986,28.4582092,-81.4696269,6550,,International Drive,,,,,,,,,1.67E-07
140796988,28.4596486,-81.4683658,6362,,International Drive,restaurant,,,,,,,,1.03E-07
140796989,28.4608607,-81.4668453,6308,,International Drive,,,,,,,,,6.91E-08
140796990,28.4589951,-81.4691474,6450,,International Drive,,,,,,,,,1.76E-08
140796992,28.4607754,-81.4673343,6310 B,,International Drive,ice_cream,,,,,,,,4.09E-09
140797002,28.4602649,-81.4665347,,,,,,,,,,,,8.68E-09
140797003,28.4602863,-81.4663772,,,,,,,,,,,,8.19E-09
140797005,28.4575295,-81.470272,,,,,,,,,,,,4.67E-08
140819255,28.4620752,-81.4667831,6231,,International Drive,restaurant,,,,,,,,1.59E-07
140819256,28.4628505,-81.4598194,5825,,International Drive,restaurant,,,,,,,,4.13E-08
140819257,28.4630688,-81.46134,5905,,International Drive,,,,,,,hotel,,2.88E-07
140819258,28.4636604,-81.4662795,6817,,Visitors Circle,,,,,,,,,8.17E-08
140819259,28.4656935,-81.4610545,5877,,American Way,,,,,,,hotel,,1.34E-07
140819260,28.4655976,-81.4623159,5893,,American Way,,,,,,,hotel,,1.57E-07
140819261,28.4622932,-81.4658819,6227,,International Drive,,,,,,,,,9.38E-08
140819262,28.4641006,-81.4649825,6807,,Visitors Circle,,,,,,,,,6.44E-08
140819263,28.4640873,-81.4653795,6809,,Visitors Circle,,,,,,,,,4.07E-08
140819264,28.4639857,-81.4658232,6811,,Visitors Circle,,,,,,,,,1.05E-07
140819265,28.4575999,-81.4718394,6603,,International Drive,,,,,,,hotel,,2.63E-07
140819266,28.462759,-81.4629789,6005,,International Drive,restaurant,,,,,,,,3.01E-08
140819267,28.4625733,-81.465535,6217,,International Drive,fast_food,,,,,,,,2.80E-08
140819268,28.4633952,-81.4596722,5825,,International Drive,,,,,,,hotel,,3.38E-07
140819269,28.46213,-81.4672905,6233,,International Drive,,,,,,,hotel,,2.33E-07
140819270,28.4648356,-81.4629814,5909,,American Way,,,,,,,motel,,2.04E-07
